Name,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Jade Garden Restaurant,-6.4038145,54.0024189,Louth,Dundalk,Ireland,"Food and Drink,Restaurant"
The Pembroke Seafood Bar  Grill,-8.4699615,51.8973535,Cork,Street,Ireland,"Food and Drink,Restaurant"
Irish Coaches 32CC,-6.258899,53.347894,Dublin,Dublin City Centre,Republic of Ireland,"Transport,Coach,Road"
Cove Sailing Club,-8.3099899,51.8467259,Cork,Cobh,Ireland,"Sailing,Activity Operator"
Millicent Golf  County Club,-6.6886353,53.2810369,Kildare,Clane,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Knightsbrook Golf Club,-6.7693395,53.544785,Meath,Trim,Ireland,"Golf Course,Golf,Activity Operator"
New Forest Golf Club,-7.4314758,53.3887045,Westmeath,Tyrrellspass,Ireland,"Golf Course,Golf"
Newpark Fen and EcoPark,-7.247587829,52.66249074,Kilkenny,Kilkenny City,Republic of Ireland,"Bird Watching,Nature and Wildlife"
Spiddal Angling School,-9.313821405,53.25602497,Galway,Spiddal,Republic of Ireland,"Fishing,Angling,Learning,Activity Operator"
Julianstown Golf Course and Pitch  Putt,-6.283763,53.669937,Meath,Julianstown,Ireland,"Golf Course,Golf,Pitch And Putt,General,Pitch and Putt,Cafe,Activity Operator"
Valentia Island Sea Sports  Adventure Centre,-10.29079741,51.92509352,Kerry,Knightstown,Republic of Ireland,"Climbing,Activity Operator,Kayaking,Sailing,Adventure Park"
Cahergal Stone Fort,-10.257512,51.955781,Kerry,Cahersiveen,Republic of Ireland,
Killarney Grand,-9.5090194,52.0581579,Kerry,Killarney,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
East Village,-8.434174,51.877749,Cork,Douglas,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Candle Room Restaurant,-9.5054943,52.0600377,Kerry,Killarney,Ireland,"Food and Drink,Restaurant"
Tung Sing Restaurant,-8.5615389,51.9334404,Cork,Blarney,Ireland,"Food and Drink,Restaurant"
Irish Helicopters,-6.49226337,53.35048488,Kildare,Leixlip,Republic of Ireland,"Transport,Coach,Road"
Eire Golf,-9.492879,52.089305,Kerry,Killarney,Republic of Ireland,"Golf,Activity Operator,Tour"
Ireland Golf,-9.731788,52.28277,Kerry,Tralee,Republic of Ireland,"Golf,Activity Operator,Tour"
Specialty Golf Trips,-7.7207434,52.3742794,Tipperary,,Ireland,"Golf,Activity Operator,Tour"
Gleninsheen Wedge Tomb,-9.1497589,53.0648037,Clare,,Ireland,
Whiddy Island Ferry,-9.450840048,51.68011744,Cork,Bantry,Republic of Ireland,"Transport,Coach,Road"
Aran Island Ferries,-9.047575906,53.27420514,Galway,Rossaveal,Republic of Ireland,"Transport,Activity Operator,Coach,Road"
Motability Ireland Limited,-6.415143,53.518281,Meath,Ashbourne,Republic of Ireland,"Transport,Coach,Road"
Donal Ryan Car  Van Hire Ltd,-8.075147,52.774427,Tipperary,Nenagh,Republic of Ireland,"Transport,Coach,Road"
The Dingle Woollen Company,-10.2742516,52.1394102,Kerry,Dingle,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Celbridge Elm Hall  Golf Club,-6.511164,53.339503,Kildare,Celbridge,Republic of Ireland,"Golf Course,Golf,Pitch And Putt,General,Pitch and Putt,Activity Operator"
Cill Dara Golf Club,-6.8966604,53.1736035,Kildare,,Ireland,"Golf Course,Golf,Activity Operator"
Owen Walsh Skellig Boat Trips,-10.29545937,51.92186568,Kerry,Valentia Island,Republic of Ireland,"Transport,Coach,Road"
Dunmore Demesne Golf Course,-8.743894,53.6162151,Galway,,Ireland,"Golf Course,Golf,Activity Operator"
Rathcore Golf Club,-6.840236,53.449972,Meath,Enfield,Republic of Ireland,"Golf Course,Golf,Activity Operator"
Mulranny Golf Club,-9.7635542,53.9024463,Mayo,,Ireland,"Golf Course,Golf,Activity Operator"
Raffeen Creek Golf Club,-8.352032,51.833599,Cork,Ringaskiddy,Republic of Ireland,"Golf Course,Golf,Activity Operator"
Lakeside Centre,-8.172354,54.49725,Donegal,Ballyshannon,Ireland,Activity Operator
Swinford Golf Club,-8.9524522,53.9357202,Mayo,Swinford,Ireland,"Golf Course,Golf,Activity Operator"
Summerhill Golf Club,-6.7709684,53.4673406,Meath,Moy,Ireland,"Golf Course,Golf,Activity Operator"
The Royal Curragh Golf Club,-6.8120813,53.1465676,Kildare,The Curragh,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Buddies,-9.48365,52.063315,Kerry,Killarney,Republic of Ireland,"Activity Operator,Cafe,Food and Drink"
Walk Killarney  Kerry,-9.503653336,52.05889948,Kerry,Killarney,Republic of Ireland,"Climbing,Activity Operator,Walking"
Kellys Restaurant,-8.4739014,51.8971589,Cork,,Ireland,"Food and Drink,Restaurant"
Roycroft Cycles,-9.266316,51.547883,Cork,Skibbereen,Republic of Ireland,"Cycling,Bike Rental"
Connor Crean Centre,-10.057646,52.152209,Kerry,Annascaul,Republic of Ireland,"Craft,Shopping,Learning"
Wilkins Bar,-7.8919011,54.9886467,Donegal,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Salmon Inn,-8.1328332,54.6057094,Donegal,,Ireland,"Food and Drink,Restaurant,Seafood"
Moat Theatre,-6.66422656,53.21857442,Kildare,Naas,Republic of Ireland,"Craft,Shopping,Venue,Comedy,Music,Activity Operator"
Bramber Studio,-7.9417937,53.0081059,Offaly,Shinrone,Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Activity Operator,Food Shops"
Windmill Restaurant,-7.4921014,53.2701277,Offaly,Tullamore,Ireland,"Food and Drink,Restaurant"
Bundoran Star Charter Boat,-8.288619,54.476386,Donegal,Bundoran,Republic of Ireland,"Activity Operator,Boat,Tour"
The Planet Ennis,-8.993022,52.840654,Clare,Ennis,Republic of Ireland,"Activity Operator,Fast Food,Food and Drink,Restaurant"
Strandhill Surf School,-8.6087789,54.2706555,Sligo,Strandhill,Ireland,"Surfing,Activity Operator"
Galway Bay Fishing,-9.3093559,53.240383,Galway,Spiddal,Ireland,"Fishing,Angling,Activity Operator"
Jacks Bakery,-9.7846314,52.1062984,Kerry,Killorglin,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
The Meadows Trout Fishery,-7.687203154,55.19041735,Donegal,Letterkenny,Republic of Ireland,"Fishing,Angling"
MV Thresher Ferry,-9.438856311,51.49624242,Cork,,Republic of Ireland,"Transport,Coach,Road"
Inishturk Ferries,-9.9037211,53.7618213,Mayo,,Ireland,"Transport,Coach,Road"
Sherkin Island Ferry,-9.374363,51.482603,Cork,Baltimore,Ireland,"Transport,Coach,Road"
Lough Lounge Bar  Restaurant at the Four Seasons Hotel Carlingford,-6.1819833,54.0396306,Louth,Carlingford,Ireland,"Food and Drink,Restaurant,Seafood"
Carlingford Arms Bar  Restaurant,-6.186687,54.040436,Louth,Carlingford,Ireland,"Food and Drink,Restaurant,Seafood"
Memories Gifts,-6.186702,54.039547,Louth,Carlingford,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Sligo Tennis Club,-8.470316,54.289662,Sligo,Sligo Town,Republic of Ireland,Activity Operator
Murphys of Killarney,-9.5060672,52.0595436,Kerry,Killarney,Ireland,"Food and Drink,Pubs and Bar"
Marconi Restaurant,-10.0226976,53.4885802,Galway,Clifden,Ireland,"Food and Drink,Restaurant"
The Planet Entertainment Centre,-8.479776,51.9208462,Cork,Blackpool,Ireland,"Fast Food,Food and Drink,Restaurant,Activity Operator"
Sailing Ireland,-6.580585098,52.17483356,Wexford,Kilmore Quay,Republic of Ireland,"Cruising,Sailing,Activity Operator"
OHallorans,-9.700068,52.269113,Kerry,Tralee,Republic of Ireland,"Cycling,Bike Rental"
Fin McCool Surf School,-8.2094205,54.5536588,Donegal,Rossnowlagh,Ireland,"Surfing,Activity Operator"
Perfect Day Surf School,-8.5981674,54.2775789,Sligo,Strandhill,Ireland,"Surfing,Activity Operator"
7th Wave Surf School,-9.0987116,54.2116305,Sligo,Enniscrone,Ireland,"Surfing,Activity Operator"
Inchydoney Surf School,-8.8632907,51.5970355,Cork,Clonakilty,Ireland,"Surfing,Activity Operator"
The Dungeon Bar,-7.6975013,53.1026067,Offaly,Birr,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Library Bar,-7.6975013,53.1026067,Offaly,Birr,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Thatch Crinkill,-7.8982902,53.0799509,Offaly,Birr,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
LeisureWorld Churchfield,-8.4890621,51.9082727,Cork,,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Swimming Pool"
Douglas Farmers Market,-8.4368784,51.8781636,Cork,Douglas,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Cornmarket Street Market,-8.4766568,51.8997814,Cork,,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Bantry Market,-9.4534718,51.6804707,Cork,Bantry,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Kenny Woollen Mills,-9.3457486,52.9317892,Clare,Lahinch,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Inchigeelagh Farmers Market,-9.126581,51.842088,Cork,Inchigeelagh,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Midleton Farmers Market,-8.1745,51.917997,Cork,Midleton,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Castletownbere Market,-9.909748231,51.65134768,Cork,Castletownbere,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Clonakilty Farmers Market,-8.8899403,51.62303,Cork,Clonakilty,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Macroom Farmers Market,-8.959688,51.904708,Cork,Macroom,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Schull Farmers Market,-9.5451408,51.525699,Cork,,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Mahon Point Farmers Market,-8.3972866,51.8855242,Cork,,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Kinsale Farmers Market,-8.525979,51.706754,Cork,Kinsale,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Ballincollig Farmers Market,-8.594319,51.88853,Cork,Ballincollig,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Bandon Farmers Market,-8.7395436,51.7440126,Cork,Bandon,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Dingle Farm Produce and Craft Market,-10.270384,52.139924,Kerry,Dingle,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Tralee Farmers Market,-9.7101622,52.2664963,Kerry,Tralee,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Kenmare Market,-9.5835202,51.8801017,Kerry,Kenmare,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Milltown Food Market and Organic Centre,-9.7167659,52.1463476,Kerry,Milltown,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Caherdaniel Market,-10.09936251,51.76945612,Kerry,Caherdaniel,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Cahersiveen Market,-10.223003,51.947542,Kerry,Cahersiveen,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Listowel Farmers Market,-9.486109,52.444983,Kerry,Listowel,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Killorglin Country Market,-9.787125,52.107459,Kerry,Killorglin,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Carrigaline Country Market,-8.378523,51.811372,Cork,Carrigaline,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Macroom Country Market,-8.954041,51.904256,Cork,Macroom,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Riverstown Country Market,-8.388478,51.928623,Cork,Glanmire,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Irish Aquatic Sports Centre,-6.677692,53.49649,Meath,Summerhill,Republic of Ireland,"Activity Operator,Venue,Sports Venues"
Murphys Ice Cream Dingle,-10.2717533,52.139574,Kerry,Dingle,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Artisan,Local Produce,Vegan,Vegetarian,Food Shops"
Holden Leather Goods,-10.301039,52.1268751,Kerry,Dingle,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Oak Park Forest Park,-6.8950736,52.8642724,Kildare,,Ireland,"Walking,Forest Park,Park and Forest Walk"
The Orangery,-6.5552746,53.3004959,Kildare,Celbridge,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
The Strawberry Tree,-6.3308686,52.879752,Wicklow,Macreddin Village,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Black Forest Bakery and Coffee Shop,-6.6684598,53.3996096,Kildare,Kilcock,Ireland,"Food and Drink,Restaurant,Cafe"
The Drift Inn,-7.457131,55.127661,Donegal,Buncrana,Ireland,"Food and Drink,Restaurant"
Copper and Spice Restaurant,-8.5286585,52.6683677,Limerick,Annacotty,Ireland,"Food and Drink,Restaurant"
Nancy Blakes,-8.6238747,52.663449,Limerick,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
County Sligo Surf Club,-8.609456,54.269896,Sligo,Strandhill,Republic of Ireland,"Surfing,Activity Operator"
Fairyhouse Food  Wine School,-6.4716486,53.4722405,Meath,Killester,Ireland,"Cooking,Cookery,Learning,Activity Operator"
Hughies Bar  Gastro Bar,-8.4442596,54.6366424,Donegal,Killybegs,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Inniscarra Lake Coarse Angling,-8.647723676,51.904679,Cork,Inniscarra,Republic of Ireland,"Fishing,Angling"
Castle Dargan Golf Club,-8.4372673,54.1977119,Sligo,,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Enchanted Ireland Tours,-9.471384,52.065385,Kerry,Killarney,Republic of Ireland,"Activity Operator,Tour"
IT Sligo Farmers Market,-8.458492,54.278091,Sligo,Sligo Town,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Redcastle Golf Club,-7.122708,55.1587991,Donegal,Redcastle,Ireland,"Golf Course,Golf,Activity Operator"
Ramelton Country Market,-7.642384,55.038571,Donegal,Ramelton,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Exploring Ireland,-7.3343982,53.5258745,Westmeath,Mullingar,Ireland,"Activity Operator,Tour"
Classiebawn Restaurant at The Radisson Blu Hotel  Spa Sligo,-8.4997729,54.2992639,Sligo,Rosses Point,Ireland,"Food and Drink,Restaurant,Vegetarian"
Holly Tree Restaurant,-7.3953474,55.2801178,Donegal,Ballyliffin,Ireland,"Food and Drink,Restaurant"
The Cook  Gardener,-7.5289587,55.1009136,Donegal,Rathmullan,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Metal Mayhem  Metal Work,-7.7340437,53.1713802,Offaly,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Bronze Sculpture by Siobhain Bulfin,-7.92301,53.0101,Offaly,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Swaying Tree,-7.8342426,53.0580743,Offaly,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Monkey Maze,-8.396489,51.917893,Cork,Glanmire,Republic of Ireland,"Activity Operator,Cafe,Food and Drink"
Bleach Lough Ardlahan,-8.651151,52.655366,Limerick,,Republic of Ireland,"Fishing,Angling"
Whale of a Time,-8.10968,51.83,Cork,Ballydavid,Republic of Ireland,"Activity Operator,Boat,Tour"
Aura Leisure Link Navan,-6.695686,53.665765,Meath,Navan,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Swimming Pool,Sports Venues,Cafe,Food and Drink,Activity Operator"
Faras Restaurant,-7.7813619,54.8002381,Donegal,Stranorlar,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Baltimore Yacht Charters,-9.354635463,51.48845042,Cork,Baltimore,Republic of Ireland,"Sailing,Activity Operator,Boat,Tour"
Galway Fishing,-9.5545174,53.2680863,Galway,,Ireland,"Fishing,Angling,Activity Operator"
Tiernan Brothers Angling Centre,-9.116294,53.979808,Mayo,Foxford,Ireland,"Fishing,Angling,Activity Operator,Food Shops,Shopping"
Judd Ruane  Sea Trout Specialist,-9.1265022,54.1306062,Mayo,,Ireland,"Fishing,Angling,Activity Operator,Venue,Sports Venues,Boat,Tour"
Enniscrone and Killala Angling Charter,-9.094504,54.216327,Sligo,Enniscrone,Ireland,"Fishing,Angling,Activity Operator"
Carlow Farmers Market,-6.9293559,52.8355601,Carlow,,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Carrick on Suir Farmers Market,-7.413158,52.34656,Tipperary,,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Dunhill Farmers Market,-7.263773033,52.17176079,Waterford,,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Waterford City Food and Craft Market,-7.111675954,52.2612196,Waterford,Waterford City Centre,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Cois Cuain Gifts,-10.365981,51.88564,Kerry,Portmagee,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
EFL Ireland,-7.1017873,52.255905,Waterford,,Ireland,Learning
Tom Sullivan  Angling Guide,-9.452830046,53.51253101,Galway,,Republic of Ireland,"Fishing,Angling,Activity Operator"
Aura Youghal Leisure Centre,-7.860074,51.935375,Cork,Youghal,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Swimming Pool"
Aura Dundalk Leisure Centre,-6.387476,54.003193,Louth,Dundalk,Republic of Ireland,"Learning,Swimming,Swimming Pools and Water Park,Venue,Activity Operator,Fitness and Leisure,Swimming Pool"
Aura Drogheda Leisure Centre,-6.374773,53.712987,Louth,Drogheda,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Activity Operator,Fitness and Leisure,Swimming Pool,Sports Venues"
Bollards Bar,-7.253595,52.653486,Kilkenny,Kilkenny City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Vanderlust Campervans,-9.298473,52.934789,Clare,Ennistymon,Republic of Ireland,"Transport,Coach,Road"
Ballyvaughan Farmers Market,-9.149232,53.115379,Clare,Ballyvaughan,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Clane Farmers Market,-6.692593,53.289706,Kildare,Clane,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Tinhalla Golf Course,-7.3752221,52.3366229,Tipperary,Cross,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Lilliput Boat Hire,-7.4332599,53.4469527,Westmeath,Mullingar,Ireland,"Fishing,Angling,Activity Operator,Boat,Tour"
Joyces Ireland,-6.256347575,53.03196624,Wicklow,Annamoe,Republic of Ireland,"Walking,Activity Operator,Tour"
Rosscarbery Farmers Market,-9.033462,51.577207,Cork,Rosscarbery,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Franzinis,-6.7904028,53.5555159,Meath,Trim,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Stella Maris Country House Hotel Restaurant,-9.3922571,54.2995608,Mayo,Ballycastle,Ireland,"Food and Drink,Restaurant"
Youghal Deep Sea Angling,-7.85536,51.9416,Cork,Youghal,Republic of Ireland,"Fishing,Angling,Activity Operator"
Callan Farmers Market,-7.395774,52.545577,Kilkenny,Callan,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Kilkenny Farmers Market,-7.249375,52.650426,Kilkenny,,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Castlecomer Country Markets,-7.209934,52.804065,Kilkenny,Castlecomer,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Joe Lawlor Coach  Minibus Service,-8.609881,52.565238,Limerick,Fedamore,Republic of Ireland,"Transport,Coach,Road"
Valentia Fishing,-10.330561,51.902269,Kerry,Valentia Island,Ireland,"Fishing,Angling,Activity Operator"
Irishtourismcom,-9.052816,52.448583,Limerick,Newcastle West,Republic of Ireland,"Activity Operator,Tour"
Kingsford Equestrian Centre,-6.5736771,52.3210389,Wexford,Barntown,Ireland,"Horse Riding,Equestrian,Activity Operator"
