"STATISTIC CODE","Statistic","TLIST(A1)","Year","C02343V02817","Area","UNIT","VALUE"
"HSA06C2","Second Hand House Prices","1993","1993","05","Waterford","Euro","57908"
"HSA06C2","Second Hand House Prices","1993","1993","06","Other areas","Euro","58672"
"HSA06C2","Second Hand House Prices","1994","1994","-","National","Euro","69877"
"HSA06C2","Second Hand House Prices","1994","1994","01","Dublin","Euro","82772"
"HSA06C2","Second Hand House Prices","1994","1994","02","Cork","Euro","63883"
"HSA06C2","Second Hand House Prices","1994","1994","03","Galway","Euro","69258"
"HSA06C2","Second Hand House Prices","1994","1994","04","Limerick","Euro","58405"
"HSA06C2","Second Hand House Prices","1994","1994","05","Waterford","Euro","55347"
"HSA06C2","Second Hand House Prices","1994","1994","06","Other areas","Euro","61567"
"HSA06C2","Second Hand House Prices","1995","1995","-","National","Euro","74313"
"HSA06C2","Second Hand House Prices","1995","1995","01","Dublin","Euro","88939"
"HSA06C2","Second Hand House Prices","1995","1995","02","Cork","Euro","70796"
"HSA06C2","Second Hand House Prices","1995","1995","03","Galway","Euro","78370"
"HSA06C2","Second Hand House Prices","1995","1995","04","Limerick","Euro","61099"
"HSA06C2","Second Hand House Prices","1995","1995","05","Waterford","Euro","59409"
"HSA06C2","Second Hand House Prices","1995","1995","06","Other areas","Euro","64170"
"HSA06C2","Second Hand House Prices","1996","1996","-","National","Euro","85629"
"HSA06C2","Second Hand House Prices","1996","1996","01","Dublin","Euro","104431"
"HSA06C2","Second Hand House Prices","1996","1996","02","Cork","Euro","77152"
"HSA06C2","Second Hand House Prices","1996","1996","03","Galway","Euro","88020"
"HSA06C2","Second Hand House Prices","1996","1996","04","Limerick","Euro","71066"
"HSA06C2","Second Hand House Prices","1996","1996","05","Waterford","Euro","62956"
"HSA06C2","Second Hand House Prices","1996","1996","06","Other areas","Euro","74254"
"HSA06C2","Second Hand House Prices","1997","1997","-","National","Euro","102712"
"HSA06C2","Second Hand House Prices","1997","1997","01","Dublin","Euro","131258"
"HSA06C2","Second Hand House Prices","1997","1997","02","Cork","Euro","88535"
"HSA06C2","Second Hand House Prices","1997","1997","03","Galway","Euro","100791"
"HSA06C2","Second Hand House Prices","1997","1997","04","Limerick","Euro","78256"
"HSA06C2","Second Hand House Prices","1997","1997","05","Waterford","Euro","73308"
"HSA06C2","Second Hand House Prices","1997","1997","06","Other areas","Euro","86347"
"HSA06C2","Second Hand House Prices","1998","1998","-","National","Euro","134529"
"HSA06C2","Second Hand House Prices","1998","1998","01","Dublin","Euro","176420"
"HSA06C2","Second Hand House Prices","1998","1998","02","Cork","Euro","110432"
"HSA06C2","Second Hand House Prices","1998","1998","03","Galway","Euro","126914"
"HSA06C2","Second Hand House Prices","1998","1998","04","Limerick","Euro","96791"
"HSA06C2","Second Hand House Prices","1998","1998","05","Waterford","Euro","93948"
"HSA06C2","Second Hand House Prices","1998","1998","06","Other areas","Euro","111878"
"HSA06C2","Second Hand House Prices","1999","1999","-","National","Euro","163316"
"HSA06C2","Second Hand House Prices","1999","1999","01","Dublin","Euro","210610"
"HSA06C2","Second Hand House Prices","1999","1999","02","Cork","Euro","139473"
"HSA06C2","Second Hand House Prices","1999","1999","03","Galway","Euro","147152"
"HSA06C2","Second Hand House Prices","1999","1999","04","Limerick","Euro","119072"
"HSA06C2","Second Hand House Prices","1999","1999","05","Waterford","Euro","115768"
"HSA06C2","Second Hand House Prices","1999","1999","06","Other areas","Euro","135096"
"HSA06C2","Second Hand House Prices","2000","2000","-","National","Euro","190550"
"HSA06C2","Second Hand House Prices","2000","2000","01","Dublin","Euro","247039"
"HSA06C2","Second Hand House Prices","2000","2000","02","Cork","Euro","169064"
"HSA06C2","Second Hand House Prices","2000","2000","03","Galway","Euro","166145"
"HSA06C2","Second Hand House Prices","2000","2000","04","Limerick","Euro","142188"
"HSA06C2","Second Hand House Prices","2000","2000","05","Waterford","Euro","141662"
"HSA06C2","Second Hand House Prices","2000","2000","06","Other areas","Euro","158442"
"HSA06C2","Second Hand House Prices","2001","2001","-","National","Euro","206117"
"HSA06C2","Second Hand House Prices","2001","2001","01","Dublin","Euro","267939"
"HSA06C2","Second Hand House Prices","2001","2001","02","Cork","Euro","179687"
"HSA06C2","Second Hand House Prices","2001","2001","03","Galway","Euro","189713"
"HSA06C2","Second Hand House Prices","2001","2001","04","Limerick","Euro","157176"
"HSA06C2","Second Hand House Prices","2001","2001","05","Waterford","Euro","155242"
"HSA06C2","Second Hand House Prices","2001","2001","06","Other areas","Euro","171203"
"HSA06C2","Second Hand House Prices","2002","2002","-","National","Euro","227799"
"HSA06C2","Second Hand House Prices","2002","2002","01","Dublin","Euro","297424"
"HSA06C2","Second Hand House Prices","2002","2002","02","Cork","Euro","200155"
"HSA06C2","Second Hand House Prices","2002","2002","03","Galway","Euro","206571"
"HSA06C2","Second Hand House Prices","2002","2002","04","Limerick","Euro","172273"
"HSA06C2","Second Hand House Prices","2002","2002","05","Waterford","Euro","170342"
"HSA06C2","Second Hand House Prices","2002","2002","06","Other areas","Euro","192301"
"HSA06C2","Second Hand House Prices","2003","2003","-","National","Euro","264898"
"HSA06C2","Second Hand House Prices","2003","2003","01","Dublin","Euro","355451"
"HSA06C2","Second Hand House Prices","2003","2003","02","Cork","Euro","240444"
"HSA06C2","Second Hand House Prices","2003","2003","03","Galway","Euro","249404"
"HSA06C2","Second Hand House Prices","2003","2003","04","Limerick","Euro","201477"
"HSA06C2","Second Hand House Prices","2003","2003","05","Waterford","Euro","201871"
"HSA06C2","Second Hand House Prices","2003","2003","06","Other areas","Euro","218061"
"HSA06C2","Second Hand House Prices","2004","2004","-","National","Euro","294667"
"HSA06C2","Second Hand House Prices","2004","2004","01","Dublin","Euro","389791"
"HSA06C2","Second Hand House Prices","2004","2004","02","Cork","Euro","273605"
"HSA06C2","Second Hand House Prices","2004","2004","03","Galway","Euro","278813"
"HSA06C2","Second Hand House Prices","2004","2004","04","Limerick","Euro","218869"
"HSA06C2","Second Hand House Prices","2004","2004","05","Waterford","Euro","220029"
"HSA06C2","Second Hand House Prices","2004","2004","06","Other areas","Euro","235829"
"HSA06C2","Second Hand House Prices","2005","2005","-","National","Euro","330399"
"HSA06C2","Second Hand House Prices","2005","2005","01","Dublin","Euro","438790"
"HSA06C2","Second Hand House Prices","2005","2005","02","Cork","Euro","307007"
"HSA06C2","Second Hand House Prices","2005","2005","03","Galway","Euro","317811"
"HSA06C2","Second Hand House Prices","2005","2005","04","Limerick","Euro","232271"
"HSA06C2","Second Hand House Prices","2005","2005","05","Waterford","Euro","252765"
"HSA06C2","Second Hand House Prices","2005","2005","06","Other areas","Euro","263653"
"HSA06C2","Second Hand House Prices","2006","2006","-","National","Euro","371447"
"HSA06C2","Second Hand House Prices","2006","2006","01","Dublin","Euro","512461"
"HSA06C2","Second Hand House Prices","2006","2006","02","Cork","Euro","353104"
"HSA06C2","Second Hand House Prices","2006","2006","03","Galway","Euro","336948"
"HSA06C2","Second Hand House Prices","2006","2006","04","Limerick","Euro","257958"
"HSA06C2","Second Hand House Prices","2006","2006","05","Waterford","Euro","282998"
"HSA06C2","Second Hand House Prices","2006","2006","06","Other areas","Euro","294021"
"HSA06C2","Second Hand House Prices","2007","2007","-","National","Euro","377850"
"HSA06C2","Second Hand House Prices","2007","2007","01","Dublin","Euro","495576"
"HSA06C2","Second Hand House Prices","2007","2007","02","Cork","Euro","368523"
"HSA06C2","Second Hand House Prices","2007","2007","03","Galway","Euro","344958"
"HSA06C2","Second Hand House Prices","2007","2007","04","Limerick","Euro","273640"
"HSA06C2","Second Hand House Prices","2007","2007","05","Waterford","Euro","287483"
"HSA06C2","Second Hand House Prices","2007","2007","06","Other areas","Euro","313487"
"HSA06C2","Second Hand House Prices","2008","2008","-","National","Euro","348804"
"HSA06C2","Second Hand House Prices","2008","2008","01","Dublin","Euro","444207"
"HSA06C2","Second Hand House Prices","2008","2008","02","Cork","Euro","340467"
"HSA06C2","Second Hand House Prices","2008","2008","03","Galway","Euro","333778"
"HSA06C2","Second Hand House Prices","2008","2008","04","Limerick","Euro","259997"
"HSA06C2","Second Hand House Prices","2008","2008","05","Waterford","Euro","286310"
"HSA06C2","Second Hand House Prices","2008","2008","06","Other areas","Euro","298235"
"HSA06C2","Second Hand House Prices","2009","2009","-","National","Euro","275250"
"HSA06C2","Second Hand House Prices","2009","2009","01","Dublin","Euro","345444"
"HSA06C2","Second Hand House Prices","2009","2009","02","Cork","Euro","245224"
"HSA06C2","Second Hand House Prices","2009","2009","03","Galway","Euro","259285"
"HSA06C2","Second Hand House Prices","2009","2009","04","Limerick","Euro","198208"
"HSA06C2","Second Hand House Prices","2009","2009","05","Waterford","Euro","217874"
"HSA06C2","Second Hand House Prices","2009","2009","06","Other areas","Euro","222641"
"HSA06C2","Second Hand House Prices","2010","2010","-","National","Euro","274125"
"HSA06C2","Second Hand House Prices","2010","2010","01","Dublin","Euro","344891"
"HSA06C2","Second Hand House Prices","2010","2010","02","Cork","Euro","251756"
"HSA06C2","Second Hand House Prices","2010","2010","03","Galway","Euro","236695"
"HSA06C2","Second Hand House Prices","2010","2010","04","Limerick","Euro","215023"
"HSA06C2","Second Hand House Prices","2010","2010","05","Waterford","Euro","197234"
"HSA06C2","Second Hand House Prices","2010","2010","06","Other areas","Euro","212769"
"HSA06C2","Second Hand House Prices","2011","2011","-","National","Euro","260387"
"HSA06C2","Second Hand House Prices","2011","2011","01","Dublin","Euro","330894"
"HSA06C2","Second Hand House Prices","2011","2011","02","Cork","Euro","228763"
"HSA06C2","Second Hand House Prices","2011","2011","03","Galway","Euro","216748"
"HSA06C2","Second Hand House Prices","2011","2011","04","Limerick","Euro","205530"
"HSA06C2","Second Hand House Prices","2011","2011","05","Waterford","Euro","190315"
"HSA06C2","Second Hand House Prices","2011","2011","06","Other areas","Euro","198186"
"HSA06C2","Second Hand House Prices","2012","2012","-","National","Euro","249132"
"HSA06C2","Second Hand House Prices","2012","2012","01","Dublin","Euro","320947"
"HSA06C2","Second Hand House Prices","2012","2012","02","Cork","Euro","219544"
"HSA06C2","Second Hand House Prices","2012","2012","03","Galway","Euro","205611"
"HSA06C2","Second Hand House Prices","2012","2012","04","Limerick","Euro","190321"
"HSA06C2","Second Hand House Prices","2012","2012","05","Waterford","Euro","169142"
"HSA06C2","Second Hand House Prices","2012","2012","06","Other areas","Euro","183699"
"HSA06C2","Second Hand House Prices","2013","2013","-","National","Euro","255912"
"HSA06C2","Second Hand House Prices","2013","2013","01","Dublin","Euro","350239"
"HSA06C2","Second Hand House Prices","2013","2013","02","Cork","Euro","210723"
"HSA06C2","Second Hand House Prices","2013","2013","03","Galway","Euro","199224"
"HSA06C2","Second Hand House Prices","2013","2013","04","Limerick","Euro","175978"
"HSA06C2","Second Hand House Prices","2013","2013","05","Waterford","Euro","160263"
"HSA06C2","Second Hand House Prices","2013","2013","06","Other areas","Euro","175592"
"HSA06C2","Second Hand House Prices","2014","2014","-","National","Euro","261634"
"HSA06C2","Second Hand House Prices","2014","2014","01","Dublin","Euro","347700"
"HSA06C2","Second Hand House Prices","2014","2014","02","Cork","Euro","209926"
"HSA06C2","Second Hand House Prices","2014","2014","03","Galway","Euro","198869"
"HSA06C2","Second Hand House Prices","2014","2014","04","Limerick","Euro","170383"
"HSA06C2","Second Hand House Prices","2014","2014","05","Waterford","Euro","168446"
"HSA06C2","Second Hand House Prices","2014","2014","06","Other areas","Euro","184000"
"HSA06C2","Second Hand House Prices","2015","2015","-","National","Euro","264565"
"HSA06C2","Second Hand House Prices","2015","2015","01","Dublin","Euro","335013"
"HSA06C2","Second Hand House Prices","2015","2015","02","Cork","Euro","221723"
"HSA06C2","Second Hand House Prices","2015","2015","03","Galway","Euro","201805"
"HSA06C2","Second Hand House Prices","2015","2015","04","Limerick","Euro","173914"
"HSA06C2","Second Hand House Prices","2015","2015","05","Waterford","Euro","167364"
"HSA06C2","Second Hand House Prices","2015","2015","06","Other areas","Euro","199241"
"HSA06C2","Second Hand House Prices","2016","2016","-","National","Euro","276272"
"HSA06C2","Second Hand House Prices","2016","2016","01","Dublin","Euro","351354"
"HSA06C2","Second Hand House Prices","2016","2016","02","Cork","Euro","240683"
"HSA06C2","Second Hand House Prices","2016","2016","03","Galway","Euro","214645"
"HSA06C2","Second Hand House Prices","2016","2016","04","Limerick","Euro","192721"
"HSA06C2","Second Hand House Prices","2016","2016","05","Waterford","Euro","179609"
"HSA06C2","Second Hand House Prices","2016","2016","06","Other areas","Euro","201272"
