id,Station,Divisions,x,y,Year,"Attempts or threats to murder, assaults, harassments and related offences",Dangerous or negligent acts,Kidnapping and related offences,"Robbery, extortion and hijacking offences",Burglary and related offences,Theft and related offences,"Fraud, deception and related offences",Controlled drug offences,Weapons and Explosives Offences,Damage to property and to the environment,Public order and other social code offences,"Offences against government, justice procedures and organisation of crime",Lat,Long
2035,Bridewell Dublin, D.M.R. North Central,314987,234346,2015,132,48,0,51,163,757,61,219,57,330,315,3580,53.34708,-6.27413
2036,Kevin Street, D.M.R. South Central,315268,233451,2015,230,48,2,89,255,1039,98,222,41,357,474,25,53.33898,-6.27024
2039,Cabinteely, D.M.R. Eastern,323458,224950,2015,74,31,1,12,427,515,30,31,7,162,100,15,53.26079,-6.15065
2040,Bray, Wicklow,326982,218126,2015,127,52,0,17,252,680,50,292,39,219,289,203,53.19868,-6.10059
2041,Enniskerry, Wicklow,322397,217190,2015,4,0,0,0,27,56,2,7,0,25,5,1,53.19135,-6.16952
2042,Shankill, D.M.R. Eastern,325516,221968,2015,83,24,2,23,251,399,35,53,7,199,74,16,53.23353,-6.12101
2043,Greystones, Wicklow,329636,212550,2015,46,14,0,2,160,380,9,39,9,98,36,4,53.14797,-6.06316
2044,Blackrock Co Dublin, D.M.R. Southern,321556,229240,2015,68,26,1,8,419,692,48,58,2,144,101,4,53.29976,-6.1775
2045,Dundrum, D.M.R. Eastern,317246,227995,2015,134,45,0,28,777,1499,92,83,16,369,185,18,53.28954,-6.24257
2047,Drogheda, Louth,308547,275168,2015,200,49,2,36,383,790,75,140,17,404,266,104,53.71506,-6.35665
2048,Castlebellingham, Louth,305884,295618,2015,13,6,1,2,50,148,3,5,0,35,9,4,53.89926,-6.38994
2049,Clogherhead, Louth,315864,283734,2015,5,1,0,1,26,29,0,4,0,10,3,0,53.79041,-6.24267
2050,Dunleer, Louth,305758,287738,2015,21,3,0,1,23,35,6,4,1,34,22,4,53.82852,-6.39457
2051,Laytown, Meath,316055,272468,2015,73,14,0,3,116,286,11,14,2,82,42,4,53.6892,-6.244
2052,Dundalk, Louth,304337,306745,2015,203,64,2,36,378,981,66,78,43,409,266,61,53.9995,-6.40966
2053,Carlingford, Louth,318804,311739,2015,15,4,0,1,22,39,1,1,1,21,34,1,54.04123,-6.18722
2054,Hackballscross, Louth,296755,310159,2015,1,1,0,1,18,17,0,0,0,9,1,1,54.03164,-6.52416
2055,Drumad, Louth,307291.36,317522.13,2015,6,6,0,1,29,46,2,2,1,23,5,1,54.09568,-6.36083
2056,Omeath, Louth,314154,316668,2015,5,1,0,0,6,32,0,3,0,15,5,1,54.08654,-6.25631
2057,Louth, Louth,296036,301321,2015,8,4,0,1,12,23,1,1,1,24,6,1,53.9524,-6.53791
2058,Kells Ceanannus Mor, Meath,273892,275980.01,2015,43,24,0,1,51,119,8,15,7,47,45,7,53.72841,-6.88121
2060,Baile Atha Bui, Meath,271783,264284,2015,16,5,0,1,35,51,5,11,3,14,17,1,53.62364,-6.91586
2061,Ballivor, Meath,268536,254113,2015,7,2,0,1,15,22,0,1,0,11,8,5,53.5327,-6.96716
2062,Oldcastle, Meath,255311,280274,2015,10,3,0,0,15,24,1,1,0,11,7,1,53.76928,-7.16193
2063,Nobber, Meath,282592,286429,2015,11,2,0,0,34,35,1,1,1,14,14,1,53.82096,-6.74664
2064,Trim, Meath,280291,256571,2015,38,17,0,2,64,117,13,24,6,44,47,32,53.55312,-6.78929
2065,Dunboyne, Meath,301292,242275,2015,36,18,0,10,65,176,10,5,4,38,23,3,53.42109,-6.47714
2067,Dunshaughlin, Meath,296955,252168,2015,25,12,0,1,52,87,7,2,0,13,22,3,53.51076,-6.53931
2068,Longwood, Meath,271333,245457,2015,10,2,0,0,5,33,0,5,1,7,5,1,53.45457,-6.92695
2069,Kilcock, Kildare,288341,240096,2015,14,15,0,11,61,105,5,5,1,20,16,25,53.40384,-6.6725
2070,Summerhill, Meath,284134,248716,2015,5,8,0,0,20,19,1,4,0,10,4,2,53.48196,-6.73343
2071,Enfield, Meath,277589,241162.01,2015,7,3,0,1,11,27,2,4,0,8,5,1,53.41511,-6.83386
2072,Balbriggan, D.M.R. Northern,319756,264224,2015,104,45,0,11,151,445,98,44,19,214,79,66,53.61433,-6.19118
2073,Skerries, D.M.R. Northern,325432,260503,2015,28,7,0,5,62,119,7,7,0,62,25,6,53.57959,-6.10695
2074,Lusk, D.M.R. Northern,321594,254148,2015,48,16,0,3,91,354,7,23,5,93,29,10,53.52343,-6.16734
2076,Garristown, D.M.R. Northern,307122,258655,2015,10,5,0,0,21,27,1,2,1,6,6,1,53.56705,-6.3839
2077,Ashbourne, Meath,306394,252439,2015,56,35,0,8,104,311,33,42,2,48,83,17,53.51137,-6.397
2078,Navan, Meath,286636,267972,2015,124,89,1,20,210,638,36,96,19,216,283,128,53.65452,-6.69042
2079,Ardee, Louth,296047,290467,2015,26,13,1,5,60,104,11,4,2,54,22,11,53.85491,-6.54114
2080,Collon, Louth,299931,281968,2015,3,2,0,0,12,10,1,0,0,5,1,0,53.77785,-6.4849
2081,Duleek, Meath,304644,268266,2015,22,7,0,4,46,67,14,3,0,31,13,1,53.65387,-6.41806
2082,Slane, Meath,295959,274295,2015,14,3,0,1,36,49,1,9,0,9,17,1,53.70968,-6.54751
2083,Mullingar, Westmeath,243426,253036,2015,145,100,1,14,81,438,45,230,15,222,317,133,53.5257,-7.34595
2084,Killucan, Westmeath,257122,251959,2015,7,5,0,0,4,8,1,3,1,6,6,2,53.51471,-7.13966
2085,Kinnegad, Westmeath,259649,245446,2015,22,17,0,2,16,50,5,16,1,13,27,10,53.45592,-7.10281
2086,Rochfortbridge, Westmeath,246475,240552,2015,3,10,0,1,5,27,2,12,1,8,10,0,53.41328,-7.30183
2088,Delvin, Westmeath,260269,263101.01,2015,3,5,0,0,18,31,3,87,0,7,12,1,53.61446,-7.09008
2089,Athlone, Westmeath,203723,241436,2015,98,39,4,6,146,454,37,88,27,156,229,41,53.42325,-7.94474
2091,Ballymore, Westmeath,221174,249031,2015,1,0,0,0,5,4,1,1,1,1,1,1,53.49108,-7.68173
2093,Kilbeggan, Westmeath,233387,235463,2015,7,4,0,2,13,38,4,4,0,9,9,3,53.36855,-7.49918
2094,Moate, Westmeath,217710,238405,2015,5,6,0,0,16,28,3,3,3,17,9,0,53.39574,-7.73452
2095,Ballymahon, Roscommon/Longford,215897,256827,2015,15,13,0,0,26,24,2,8,3,27,24,1,53.56131,-7.76084
2096,Longford, Roscommon/Longford,213158,275874,2015,77,37,0,9,106,258,24,68,14,129,112,34,53.73251,-7.80137
2097,Drumlish, Roscommon/Longford,215464,285808,2015,13,4,0,0,7,18,1,2,1,5,11,2,53.8217,-7.76593
2098,Kenagh, Roscommon/Longford,212284,263566,2015,4,4,0,0,5,14,2,1,0,6,0,1,53.62195,-7.8151
20101,Lanesboro, Roscommon/Longford,201022,269010,2015,12,6,0,2,12,16,1,3,0,5,12,0,53.67101,-7.98528
20103,Granard, Roscommon/Longford,233393,281099,2015,26,14,0,1,26,27,6,6,1,32,25,3,53.77855,-7.49421
20105,Edgeworthstown, Roscommon/Longford,226076,271817,2015,36,10,1,2,20,41,4,28,9,46,24,7,53.69558,-7.60598
20106,Smear, Roscommon/Longford,226257,290182,2015,1,4,0,0,4,3,1,1,0,3,3,0,53.86056,-7.60168
20107,Ballynacargy, Westmeath,230848,259684,2015,3,4,0,0,4,5,1,2,0,7,3,1,53.58631,-7.53494
20108,Castlepollard, Westmeath,246529,270072,2015,1,0,0,0,21,25,2,1,0,4,2,1,53.67848,-7.29663
20109,Multyfarnham, Westmeath,240257,263975,2015,2,6,0,0,2,12,0,4,0,7,2,0,53.62423,-7.39232
20111,Portlaoise, Laois/Offaly,246806,198079,2015,184,71,2,14,171,691,31,125,22,235,237,110,53.03165,-7.30308
20112,Mountmellick, Laois/Offaly,244565,207755,2015,61,14,3,1,79,140,5,19,14,82,36,8,53.11878,-7.33514
20113,Mountrath, Laois/Offaly,235093,194251,2015,18,7,0,1,84,49,1,4,1,31,15,8,52.99815,-7.47807
20114,Portarlington, Laois/Offaly,254379,212351,2015,43,15,1,4,72,196,8,54,9,69,46,6,53.15916,-7.1878
20115,Stradbally Co Laois, Laois/Offaly,256987,196633,2015,9,4,0,4,18,77,8,198,0,11,24,1,53.01767,-7.1516
20116,Clonaslee, Laois/Offaly,231761,210974,2015,1,4,0,0,14,8,0,0,0,2,0,0,53.14862,-7.52604
20117,Abbeyleix, Laois/Offaly,244196,184819,2015,13,9,0,0,53,53,8,9,0,19,16,5,52.91273,-7.34378
20119,Durrow, Laois/Offaly,240741,177168,2015,4,3,1,0,19,24,2,2,2,4,7,1,52.84426,-7.39609
20120,Rathdowney, Laois/Offaly,227140,178459,2015,9,2,0,1,24,31,0,1,0,7,0,0,52.85672,-7.59783
20121,Ballylinan, Laois/Offaly,264370,188409.01,2015,11,0,0,0,20,20,2,0,0,9,5,2,52.94295,-7.04323
20122,Arles, Laois/Offaly,266084,182647,2015,2,0,0,0,16,27,0,3,0,9,2,3,52.89098,-7.01891
20124,Borris-In-Ossory, Laois/Offaly,225006,187638,2015,4,1,0,0,16,16,0,1,0,3,5,0,52.9393,-7.62881
20125,Birr, Laois/Offaly,205977,205022,2015,35,14,0,1,58,105,10,10,5,85,55,3,53.09605,-7.91151
20126,Banagher, Laois/Offaly,200990,215534,2015,4,6,0,0,8,11,0,1,1,2,4,1,53.19053,-7.98593
20127,Cloghan, Laois/Offaly,208230,219360,2015,9,3,0,0,12,10,0,3,0,8,2,2,53.22485,-7.87751
20128,Ferbane, Laois/Offaly,211550,224476,2015,11,3,0,0,26,34,2,2,0,5,6,2,53.27076,-7.82762
20129,Kilcormac, Laois/Offaly,218181,213971,2015,3,1,0,0,9,13,1,0,0,10,4,0,53.17618,-7.72883
20130,Kinnitty, Laois/Offaly,218662,205318,2015,2,0,0,0,9,13,0,0,0,4,0,0,53.09842,-7.72214
20131,Shinrone, Laois/Offaly,204473,192626,2015,13,2,0,0,6,15,1,0,0,8,3,0,52.98468,-7.93414
20133,Lorrha, Tipperary,191871,204759,2015,1,0,0,0,4,5,0,0,0,1,1,0,53.09366,-8.12207
20134,Tullamore, Laois/Offaly,233744,225171,2015,81,39,0,1,134,358,34,87,2,128,144,61,53.27605,-7.49491
20135,Clara, Laois/Offaly,225751,232841,2015,19,8,0,1,19,106,3,14,5,19,1,1,53.34542,-7.6141
20136,Clonbologue, Laois/Offaly,261062,223560,2015,5,3,0,0,10,13,0,2,1,4,0,2,53.25914,-7.08576
20137,Daingean, Laois/Offaly,247157,227166,2015,7,1,0,0,21,21,0,1,0,2,0,3,53.29296,-7.29356
20138,Edenderry, Laois/Offaly,262613,232228,2015,42,5,0,1,51,87,12,13,9,48,28,4,53.33683,-7.06081
20139,Rhode, Laois/Offaly,253668,233706,2015,7,3,0,0,27,12,0,2,0,4,7,1,53.35109,-7.19483
20141,Naas, Kildare,289174,218612,2015,135,83,0,8,246,571,56,52,5,138,108,121,53.21072,-6.66601
20142,Celbridge, Kildare,297174,233606,2015,57,15,0,6,140,252,12,42,4,77,32,9,53.344,-6.54173
20143,Clane, Kildare,287676,227817,2015,29,18,0,2,79,169,6,12,4,44,26,8,53.29366,-6.68589
20145,Maynooth, Kildare,293699,237635,2015,49,27,0,9,89,313,19,19,2,57,68,12,53.38081,-6.59269
20146,Kildare, Kildare,273149,212253,2015,49,20,0,4,83,173,15,29,10,63,72,5,53.15604,-6.90726
20147,Robertstown, Kildare,279018,225057,2015,19,5,0,2,25,34,1,6,0,29,8,6,53.27022,-6.81638
20148,Kilcullen, Kildare,283951,209436,2015,17,13,0,1,67,64,5,4,2,30,16,2,53.12914,-6.74657
20149,Monasterevin, Kildare,263312,210127,2015,21,6,0,5,30,99,2,11,3,30,10,0,53.1382,-7.05471
20150,Newbridge, Kildare,280576,215199,2015,99,28,3,15,281,384,35,76,19,122,105,20,53.18143,-6.79553
20151,Rathangan, Kildare,267007,219519,2015,13,3,0,0,24,44,0,2,2,23,14,3,53.22212,-6.99754
20153,Carbury, Kildare,270878,232525,2015,9,9,0,1,25,89,4,8,5,24,6,0,53.33846,-6.9367
20154,Carlow, Kilkenny/Carlow,272198,177119,2015,105,65,0,8,171,471,25,174,9,153,305,87,52.84053,-6.92932
20156,Tullow, Kilkenny/Carlow,285472,173250,2015,20,8,0,1,76,66,2,15,3,26,15,4,52.80383,-6.73339
20157,Ballon, Kilkenny/Carlow,282972,166461,2015,4,4,0,0,26,14,0,1,0,2,1,1,52.74323,-6.77217
20158,Myshall, Kilkenny/Carlow,282654,160255.01,2015,0,0,0,0,11,5,2,0,1,3,1,2,52.68752,-6.77844
20159,Muine Bheag, Kilkenny/Carlow,270533,161598,2015,15,8,0,2,23,41,5,6,1,28,20,2,52.7013,-6.95736
20160,Athy, Kildare,267993,193718,2015,90,20,0,15,123,153,9,25,10,101,67,25,52.9902,-6.98824
20161,Castledermot, Kildare,277476,184847,2015,24,3,0,0,20,37,1,9,1,23,6,0,52.90922,-6.84917
20162,Baltinglass, Wicklow,286795,188319.01,2015,26,3,0,0,33,51,4,8,4,18,6,2,52.93899,-6.70977
20163,Blessington, Wicklow,298103,214283,2015,19,14,1,2,68,133,1,29,1,54,31,1,53.17027,-6.53373
20164,Dunlavin, Wicklow,287139,201660,2015,5,3,1,0,14,7,0,1,0,4,7,0,53.05878,-6.70106
20167,Shillelagh, Wicklow,298794,168019,2015,2,2,0,0,10,18,0,0,0,1,2,0,52.75457,-6.5375
20168,Tinahely, Wicklow,303300,172806,2015,9,1,0,0,14,9,1,2,1,2,3,2,52.79672,-6.46928
20169,Hacketstown, Kilkenny/Carlow,297234,180208,2015,4,1,0,0,6,4,1,3,0,3,5,1,52.86434,-6.55698
20170,Rathvilly, Kilkenny/Carlow,287882,181820,2015,1,2,0,0,8,4,0,2,0,2,1,1,52.88043,-6.69536
20172,Wexford, Wexford,304886,121500,2015,93,51,0,7,206,508,52,75,12,189,238,72,52.33554,-6.46199
20173,Taghmon, Wexford,291982,119738,2015,8,8,0,0,17,21,7,4,1,16,15,6,52.32202,-6.65172
20175,Castlebridge, Wexford,305412,126984,2015,11,10,0,0,19,56,0,4,2,22,6,1,52.38471,-6.45256
20176,Kilmore Quay, Wexford,296930,103875,2015,17,5,0,0,30,35,1,2,2,20,10,6,52.17866,-6.58373
20177,Glynn, Wexford,296565,125474,2015,0,2,0,0,16,5,1,1,0,8,2,0,52.37277,-6.58288
20178,Rosslare Strand, Wexford,310308,114283,2015,7,1,0,1,19,30,3,2,1,16,8,5,52.26965,-6.38484
20179,Rosslare Harbour, Wexford,313825,112036,2015,14,4,0,0,33,32,11,5,0,21,12,26,52.24875,-6.3341
20180,Gorey, Wexford,315223,159527,2015,54,40,0,1,107,222,15,54,7,92,103,58,52.67504,-6.29726
20181,Bunclody, Wexford,290559,156971,2015,9,8,0,1,40,63,8,4,0,22,6,3,52.65676,-6.66247
20182,Courtown Harbour, Wexford,319821,156210,2015,23,18,0,0,107,121,3,19,2,64,20,6,52.64425,-6.23052
20183,Arklow, Wicklow,324524,173255,2015,70,38,0,8,112,244,9,55,10,72,150,31,52.79628,-6.15462
20184,Carnew, Wicklow,301985,163180,2015,9,2,0,2,6,19,0,2,0,7,5,0,52.71051,-6.49176
20185,Enniscorthy, Wexford,297114,139729,2015,86,27,0,2,173,232,20,36,5,185,93,20,52.50073,-6.57068
20186,Blackwater, Wexford,312320,133894,2015,6,4,0,0,26,41,15,4,0,19,3,5,52.4454,-6.34883
20187,Ferns, Wexford,301857,149873,2015,12,2,0,0,30,31,1,3,1,17,6,2,52.59099,-6.49776
20189,Oylegate, Wexford,300077,131256,2015,1,1,0,0,27,16,1,1,1,7,2,1,52.42408,-6.52961
20190,Oulart, Wexford,309287,140275,2015,12,2,0,0,26,20,2,1,0,13,2,2,52.50334,-6.39132
20191,Clonroche, Wexford,287355,133940,2015,5,6,0,0,16,25,1,5,0,7,2,0,52.45037,-6.71586
20192,New Ross, Wexford,271484,126693,2015,61,27,0,5,77,112,16,27,5,78,112,10,52.38756,-6.9508
20193,Ballycullane, Wexford,279276,114714,2015,5,2,0,0,9,11,1,5,2,15,5,1,52.27887,-6.8392
20194,Carrick-on-Bannow, Wexford,286534,110303,2015,5,0,0,0,15,16,1,6,4,5,3,1,52.23814,-6.73402
20195,Duncannon, Wexford,273189,108224,2015,6,4,0,1,25,22,2,5,0,8,5,0,52.2214,-6.92978
20197,Carrickbyrne, Wexford,284542,124096,2015,9,1,0,0,14,26,0,0,0,4,4,0,52.36237,-6.75971
20198,Campile, Wexford,272408,115601,2015,9,1,0,0,12,7,0,7,1,7,4,0,52.28778,-6.93962
20199,Wicklow, Wicklow,331516,194057,2015,43,25,1,3,64,173,19,58,5,60,117,28,52.98144,-6.04263
20200,Ashford, Wicklow,327080,197557.01,2015,33,16,0,0,23,96,3,23,2,23,8,1,53.01394,-6.10726
20201,Rathdrum, Wicklow,319306,188123,2015,18,2,0,3,33,92,2,12,2,38,18,0,52.931,-6.2265
20202,Newtownmountkennedy, Wicklow,326690,206784,2015,18,8,0,1,37,41,3,20,6,29,19,3,53.09689,-6.10944
20203,Avoca, Wicklow,320421,180111,2015,11,1,0,1,9,12,1,1,0,10,3,0,52.85879,-6.21289
20204,Roundwood, Wicklow,319065,202820,2015,10,2,0,0,21,68,3,38,2,34,7,3,53.06305,-6.22467
20205,Aughrim, Wicklow,312754,179619,2015,6,2,0,0,12,15,0,2,1,6,4,0,52.85603,-6.32684
20206,Waterford, Waterford,260568.78,112370.58,2015,342,102,6,27,541,1242,71,251,43,562,583,109,52.26019,-7.11368
20207,Dunmore East, Waterford,268990,100038.01,2015,6,5,0,0,14,48,0,4,0,17,6,0,52.14838,-6.99287
20208,Ferrybank, Waterford,261416,113191,2015,17,12,0,1,36,61,3,9,0,37,28,10,52.26746,-7.10112
20209,Passage East, Waterford,270220,110160,2015,1,1,0,0,9,13,1,0,0,6,0,0,52.23918,-6.97281
20210,Mooncoin, Kilkenny/Carlow,251115.81,115801.27,2015,4,2,0,0,4,12,1,1,1,11,8,0,52.29197,-7.25158
20211,Glenmore, Kilkenny/Carlow,266278,122867,2015,4,6,0,0,10,10,0,2,0,15,0,0,52.35384,-7.02801
20212,Kilmacow, Kilkenny/Carlow,256323,118372,2015,3,2,0,0,4,10,1,0,0,8,3,0,52.31456,-7.17485
20213,Dungarvan, Waterford,225790,92872,2015,83,40,1,3,53,219,18,52,11,84,184,8,52.08769,-7.62448
20214,Cappoquin, Waterford,210611,99293,2015,13,3,0,0,15,21,1,8,0,18,5,0,52.14589,-7.84573
20215,Tallow, Waterford,199549,93475,2015,10,3,0,0,3,8,0,2,0,5,3,1,52.0937,-8.00731
20216,Ballymacarberry, Waterford,219322,112821,2015,2,0,0,0,7,9,0,2,0,3,3,0,52.26722,-7.71771
20217,Aglish, Waterford,212252,91029,2015,3,1,0,1,4,5,0,4,0,4,1,0,52.07159,-7.82205
20218,An Rinn, Waterford,227969,88510,2015,1,2,0,0,4,6,1,2,0,3,2,0,52.04838,-7.59305
20219,Lismore, Waterford,204465,98258,2015,3,1,0,0,20,15,2,0,0,9,5,1,52.13667,-7.93552
20220,Tramore, Waterford,257984,101354,2015,64,20,0,2,52,108,5,27,3,71,123,12,52.16147,-7.15341
20221,Kill Co Waterford, Waterford,245534,102988,2015,11,4,0,0,6,10,0,0,0,8,6,0,52.17732,-7.33511
20222,Kilmacthomas, Waterford,239610,106150,2015,9,3,0,0,12,18,1,2,0,7,5,1,52.20619,-7.42133
20223,Kilmeaden, Waterford,251615,110718,2015,3,4,0,0,8,13,1,4,0,2,1,1,52.24625,-7.24505
20224,Portlaw, Waterford,246617,115121,2015,12,4,0,0,9,25,1,4,2,8,14,1,52.28626,-7.31761
20225,Rathgormack, Waterford,233897,117376,2015,2,0,0,0,4,12,0,0,0,6,0,0,52.30745,-7.50377
20226,Leamybrien, Waterford,232780,101998,2015,4,1,0,0,5,19,1,1,0,11,5,0,52.16933,-7.52163
20228,Kilkenny, Kilkenny/Carlow,250149,155908,2015,257,86,0,7,191,702,62,133,16,181,680,101,52.65244,-7.25973
20229,Freshford, Kilkenny/Carlow,240959,164725,2015,5,4,0,0,7,12,1,0,1,4,4,2,52.73244,-7.39441
20230,Callan, Kilkenny/Carlow,241366,143576,2015,15,3,0,0,30,57,2,2,1,14,16,2,52.54237,-7.39104
20231,Castlecomer, Kilkenny/Carlow,253366,172283,2015,20,7,0,1,36,71,5,11,0,23,20,0,52.79927,-7.20954
20232,Goresbridge, Kilkenny/Carlow,268138,153632,2015,1,3,0,1,14,19,0,8,0,10,5,2,52.63003,-6.99443
20234,Thomastown, Kilkenny/Carlow,258413,142256,2015,8,7,0,0,12,39,6,9,0,13,29,4,52.52895,-7.14004
20235,Bennettsbridge, Kilkenny/Carlow,255404,149049,2015,0,5,0,0,7,13,1,4,0,4,6,1,52.5903,-7.18324
20236,Graiguenamanagh, Kilkenny/Carlow,270829,143924,2015,4,4,0,1,20,34,0,3,0,8,11,0,52.54247,-6.95677
20237,Stoneyford, Kilkenny/Carlow,252395,143015,2015,5,2,0,0,1,8,0,0,0,10,2,0,52.53638,-7.22858
20238,Ballyhale, Kilkenny/Carlow,254315,135462,2015,2,4,0,0,6,2,0,4,0,1,2,0,52.46833,-7.20152
20240,Kilmoganny, Kilkenny/Carlow,245640,134549,2015,0,0,0,0,4,5,0,0,0,3,1,2,52.46092,-7.32928
20241,Mullinavat, Kilkenny/Carlow,256441,124140,2015,2,1,0,1,9,6,1,2,2,2,0,2,52.36638,-7.17215
20242,Borris, Kilkenny/Carlow,272594,150554,2015,7,0,1,0,13,15,1,3,0,8,11,2,52.6018,-6.92931
20243,Thurles, Tipperary,212773,158257,2015,66,54,2,0,33,142,40,41,6,66,169,27,52.67572,-7.8119
20244,Ballingarry South, Tipperary,231163,148351,2015,4,2,0,0,3,6,2,2,0,7,2,0,52.58596,-7.54096
20245,Holycross, Tipperary,208653,154560,2015,6,4,0,0,5,7,0,4,0,8,2,0,52.64258,-7.8729
20246,Killenaule, Tipperary,222234,146362,2015,10,5,0,1,10,17,2,4,0,12,8,3,52.56852,-7.67283
20249,Urlingford, Kilkenny/Carlow,228440,163480,2015,13,2,0,1,21,35,5,1,1,7,14,0,52.72205,-7.57983
20250,Littleton, Tipperary,217994,154377,2015,5,2,0,0,9,27,0,4,2,11,8,2,52.6407,-7.73492
20251,Clonmel, Tipperary,220495,122492,2015,107,51,0,6,106,327,26,196,25,94,202,33,52.35409,-7.69994
20252,Kilsheelan, Tipperary,228676,123360,2015,1,0,0,0,4,6,1,2,0,1,3,0,52.36152,-7.5798
20253,Mullinahone, Tipperary,233619,139931,2015,4,1,0,1,12,10,1,8,1,5,6,0,52.51015,-7.50558
20255,Fethard, Tipperary,220818,134991,2015,6,9,0,0,25,19,0,12,1,17,12,2,52.4664,-7.69442
20256,Carrick-On-Suir, Tipperary,240263,121953,2015,31,9,0,2,25,83,3,27,4,54,70,8,52.34815,-7.4099
20257,Piltown, Kilkenny/Carlow,246014,122189,2015,7,2,1,1,5,13,1,1,2,7,11,0,52.34982,-7.32548
20258,Cahir, Tipperary,205478,124887,2015,17,23,0,0,18,43,5,16,2,29,29,4,52.37597,-7.92029
20259,Ardfinnan, Tipperary,208349,117754,2015,3,3,0,0,4,7,0,0,1,7,0,3,52.31183,-7.87831
20260,Ballyporeen, Tipperary,193377,113119,2015,2,0,0,0,5,6,0,0,0,0,2,0,52.2702,-8.09775
20262,Cashel, Tipperary,207497,140510,2015,30,22,0,2,23,89,8,7,1,30,32,19,52.51634,-7.8903
20263,Clogheen, Tipperary,200368,113860,2015,3,1,0,0,8,7,0,3,1,2,1,2,52.2769,-7.99534
20264,Nenagh, Tipperary,186608,179243,2015,52,50,1,3,54,180,11,67,9,71,112,35,52.86428,-8.19958
20265,Borrisokane, Tipperary,191521,194016,2015,2,2,0,0,12,14,1,0,0,8,3,0,52.99712,-8.12702
20266,Ballingarry North, Tipperary,198005,196372,2015,1,0,0,1,0,3,0,0,0,2,0,0,53.01835,-8.03046
20267,Cloughjordan, Tipperary,197379,187871,2015,0,0,0,0,5,9,0,3,0,2,0,0,52.94196,-8.03972
20268,Dolla, Tipperary,187091,171770,2015,0,2,0,0,6,11,0,1,0,1,1,0,52.79714,-8.19211
20269,Portroe, Tipperary,176239,181245,2015,8,1,0,0,2,14,0,8,0,6,0,0,52.88191,-8.35368
20270,Toomevara, Tipperary,197590,177601,2015,0,2,0,0,2,9,0,2,0,3,3,1,52.84968,-8.0365
20272,Templemore, Tipperary,211174,171709,2015,12,5,0,3,19,44,3,7,1,20,50,5,52.79663,-7.83508
20273,Templetuohy, Tipperary,218933,171028,2015,0,5,0,0,3,5,0,0,0,2,2,0,52.79029,-7.7201
20274,Roscrea, Tipperary,213573,189469,2015,25,15,0,0,40,58,5,19,9,28,44,5,52.95616,-7.79878
20275,Moyne, Tipperary,219362,164795,2015,1,0,0,0,0,4,0,2,0,1,0,0,52.73427,-7.7141
20276,Templederry, Tipperary,194987,169197,2015,0,0,0,0,0,0,0,0,0,0,0,0,52.77415,-8.07501
20277,Borrisoleigh, Tipperary,203063,166674,2015,9,9,0,0,9,11,0,2,1,6,14,1,52.75149,-7.95537
20278,Shevry, Tipperary,196862,159490,2015,0,3,0,0,0,0,1,0,0,0,0,0,52.68694,-8.04714
20279,Moneygall, Tipperary,203184,181119,2015,0,6,0,0,2,10,0,0,0,3,5,0,52.88129,-7.95344
20280,Tipperary, Tipperary,188981,136034,2015,38,29,0,1,43,116,11,42,4,66,130,31,52.47605,-8.16289
20282,Emly, Tipperary,175977,134865,2015,1,1,0,0,3,5,0,6,0,4,5,0,52.46513,-8.35419
20283,Golden, Tipperary,201089,138327,2015,1,1,0,0,6,6,1,1,0,1,1,1,52.49677,-7.9847
20284,Cappawhite, Tipperary,188876,147953,2015,5,1,0,0,5,13,1,2,2,7,3,2,52.58316,-8.16484
20285,Bansha, Tipperary,195590,133041,2015,4,1,0,0,3,7,0,0,0,5,3,0,52.44925,-8.06559
20286,Oola, Limerick,182426,142055,2015,1,0,0,0,0,6,2,0,0,1,0,0,52.52999,-8.25968
20288,Anglesea Street, Cork City,168040,71558,2015,219,46,0,21,94,1060,80,109,23,161,980,262,51.89582,-8.46499
20290,Bridewell Cork, Cork City,167215,72081,2015,169,33,2,14,137,453,31,174,20,169,481,132,51.90047,-8.47703
20291,Blackrock Co Cork, Cork North,172205,71367,2015,49,20,1,2,51,213,11,38,1,61,77,16,51.89433,-8.40448
20292,Togher, Cork City,166559,69410,2015,53,18,0,4,52,141,16,86,9,91,92,11,51.87643,-8.4863
20293,Bishopstown, Cork City,164612,69895,2015,31,27,0,5,68,337,16,40,3,63,83,13,51.88067,-8.51462
20294,Douglas, Cork City,170369,69237,2015,61,20,0,6,84,218,22,80,5,75,63,9,51.87509,-8.43096
20295,Carrigaline, Cork City,173048,62517,2015,28,24,0,0,34,120,14,36,1,48,55,7,51.81483,-8.39154
20296,Crosshaven, Cork City,179049,61280,2015,10,3,0,1,7,32,2,5,0,13,4,1,51.80397,-8.30445
20297,Passage West, Cork City,177197,68099,2015,18,6,0,1,7,33,5,17,0,30,13,5,51.86518,-8.33175
20298,Mayfield, Cork City,170530,73086,2015,53,33,0,8,59,133,9,53,5,114,93,11,51.90969,-8.42895
20300,Watercourse Road, Cork City,167393,72821,2015,176,36,1,39,94,485,21,141,23,238,216,25,51.90713,-8.47451
20302,Gurranabraher, Cork City,165871,72420,2015,113,36,2,11,76,204,13,127,14,231,190,20,51.90344,-8.49659
20303,Blarney, Cork City,161004,75630,2015,34,22,0,2,31,99,4,25,6,32,19,8,51.93197,-8.56766
